C:1, 0,0, D:East, S:\
C:817, 28,24, D:South, S:.
C:818, 29,24, D:South, S:.
C:819, 30,24, D:South, S:.
C:820, 31,24, D:South, S:.
C:821, 32,24, D:South, S:.
C:822, 33,24, D:South, S:.
C:823, 34,24, D:South, S:.
C:824, 35,24, D:South, S:.
C:825, 36,24, D:South, S:.
C:826, 18,23, D:South, S:\
C:827, 18,24, D:East, S:.
C:828, 18,25, D:East, S:.
C:829, 18,26, D:East, S:/
C:830, 17,26, D:North, S:.
C:831, 16,26, D:North, S:.
C:832, 15,26, D:North, S:.
C:833, 14,26, D:North, S:.
C:834, 13,26, D:North, S:.
C:835, 12,26, D:North, S:.
C:836, 11,26, D:North, S:\
C:837, 11,25, D:West, S:\
C:838, 10,25, D:North, S:.
C:839, 9,25, D:North, S:|
C:840, 8,25, D:North, S:-
C:841, 8,24, D:West, S:/
C:842, 9,24, D:South, S:.
C:843, 10,24, D:South, S:.
C:844, 11,24, D:South, S:\
C:845, 11,25, D:East, S:\
C:846, 12,25, D:South, S:.
C:847, 13,25, D:South, S:.
C:848, 14,25, D:South, S:.
C:849, 15,25, D:South, S:.
C:850, 16,25, D:South, S:.
C:851, 17,25, D:South, S:.
C:852, 18,25, D:South, S:.
C:853, 19,25, D:South, S:.
C:854, 20,25, D:South, S:.
C:855, 21,25, D:South, S:.
C:856, 22,25, D:South, S:.
C:857, 23,25, D:South, S:.
C:858, 24,25, D:South, S:.
C:859, 25,25, D:South, S:.
C:860, 26,25, D:South, S:.
C:861, 27,25, D:South, S:.
C:862, 28,25, D:South, S:.
C:863, 29,25, D:South, S:.
C:864, 30,25, D:South, S:.
C:865, 31,25, D:South, S:.
C:866, 32,25, D:South, S:.
C:867, 33,25, D:South, S:.
C:868, 34,25, D:South, S:.
C:869, 35,25, D:South, S:.
C:870, 36,25, D:South, S:.
C:871, 37,25, D:South, S:.
C:872, 38,25, D:South, S:.
C:873, 39,25, D:South, S:.
C:874, 40,25, D:South, S:/
C:875, 40,24, D:West, S:.
C:876, 40,23, D:West, S:.
C:877, 40,22, D:West, S:.
C:878, 40,21, D:West, S:.
C:879, 40,20, D:West, S:.
C:880, 40,19, D:West, S:.
C:881, 40,18, D:West, S:.
C:882, 40,17, D:West, S:.
C:883, 40,16, D:West, S:.
C:884, 40,15, D:West, S:.
C:885, 40,14, D:West, S:.
C:886, 40,13, D:West, S:.
C:887, 40,12, D:West, S:.
C:888, 40,11, D:West, S:.
C:889, 40,10, D:West, S:.
C:890, 40,9, D:West, S:.
C:891, 40,8, D:West, S:.
C:892, 40,7, D:West, S:.
C:893, 40,6, D:West, S:.
C:894, 40,5, D:West, S:.
C:895, 40,4, D:West, S:.
C:896, 40,3, D:West, S:.
C:897, 40,2, D:West, S:.
C:898, 40,1, D:West, S:.
C:899, 40,0, D:West, S:.
C:899, 40,-1, D:West -> End.
C:900, 8,26, D:East, S:.
C:901, 8,27, D:East, S:-
C:902, 8,28, D:East, S:.
C:903, 8,29, D:East, S:.
C:904, 8,30, D:East, S:.
C:905, 8,31, D:East, S:.
C:906, 8,32, D:East, S:.
C:907, 8,33, D:East, S:.
C:908, 8,34, D:East, S:.
C:909, 8,35, D:East, S:.
C:910, 8,36, D:East, S:.
C:911, 8,37, D:East, S:.
C:912, 8,38, D:East, S:.
C:913, 8,39, D:East, S:.
C:914, 8,40, D:East, S:.
C:915, 8,41, D:East, S:.
C:916, 8,42, D:East, S:.
C:917, 8,43, D:East, S:\
C:918, 9,43, D:South, S:.
C:919, 10,43, D:South, S:.
C:920, 11,43, D:South, S:.
C:921, 12,43, D:South, S:.
C:922, 13,43, D:South, S:.
C:923, 14,43, D:South, S:.
C:924, 15,43, D:South, S:.
C:925, 16,43, D:South, S:.
C:926, 17,43, D:South, S:.
C:927, 18,43, D:South, S:.
C:928, 19,43, D:South, S:.
C:929, 20,43, D:South, S:.
C:930, 21,43, D:South, S:.
C:931, 22,43, D:South, S:.
C:932, 23,43, D:South, S:.
C:933, 24,43, D:South, S:.
C:934, 25,43, D:South, S:.
C:935, 26,43, D:South, S:.
C:936, 27,43, D:South, S:.
C:937, 28,43, D:South, S:.
C:938, 29,43, D:South, S:.
C:939, 30,43, D:South, S:.
C:940, 31,43, D:South, S:.
C:941, 32,43, D:South, S:.
C:942, 33,43, D:South, S:.
C:943, 34,43, D:South, S:.
C:944, 35,43, D:South, S:.
C:945, 36,43, D:South, S:.
C:946, 37,43, D:South, S:.
C:947, 38,43, D:South, S:.
C:948, 39,43, D:South, S:.
C:949, 40,43, D:South, S:.
C:950, 41,43, D:South, S:.
C:951, 42,43, D:South, S:.
C:952, 43,43, D:South, S:.
C:953, 44,43, D:South, S:.
C:954, 45,43, D:South, S:.
C:955, 46,43, D:South, S:.
C:956, 47,43, D:South, S:.
C:957, 48,43, D:South, S:.
C:958, 49,43, D:South, S:.
C:959, 50,43, D:South, S:.
C:960, 51,43, D:South, S:.
C:961, 52,43, D:South, S:.
C:962, 53,43, D:South, S:.
C:963, 54,43, D:South, S:.
C:964, 55,43, D:South, S:.
C:965, 56,43, D:South, S:.
C:966, 57,43, D:South, S:.
C:967, 58,43, D:South, S:.
C:968, 59,43, D:South, S:.
C:969, 60,43, D:South, S:\
C:970, 60,44, D:East, S:-
C:971, 60,45, D:East, S:.
C:972, 60,46, D:East, S:.
C:973, 60,47, D:East, S:.
C:974, 60,48, D:East, S:.
C:975, 60,49, D:East, S:.
C:976, 60,50, D:East, S:.
C:977, 60,51, D:East, S:.
C:978, 60,52, D:East, S:.
C:979, 60,53, D:East, S:.
C:980, 60,54, D:East, S:.
C:981, 60,55, D:East, S:.
C:982, 60,56, D:East, S:.
C:983, 60,57, D:East, S:.
C:984, 60,58, D:East, S:.
C:985, 60,59, D:East, S:.
C:986, 60,60, D:East, S:.
C:987, 60,61, D:East, S:.
C:988, 60,62, D:East, S:.
C:989, 60,63, D:East, S:.
C:990, 60,64, D:East, S:.
C:991, 60,65, D:East, S:.
C:992, 60,66, D:East, S:.
C:993, 60,67, D:East, S:.
C:994, 60,68, D:East, S:.
C:995, 60,69, D:East, S:.
C:996, 60,70, D:East, S:.
C:997, 60,71, D:East, S:.
C:998, 60,72, D:East, S:.
C:999, 60,73, D:East, S:.
C:1000, 60,74, D:East, S:.
C:1001, 60,75, D:East, S:.
C:1002, 60,76, D:East, S:.
C:1003, 60,77, D:East, S:.
C:1004, 60,78, D:East, S:.
C:1005, 60,79, D:East, S:.
C:1006, 60,80, D:East, S:.
C:1007, 60,81, D:East, S:.
C:1008, 60,82, D:East, S:.
C:1009, 60,83, D:East, S:.
C:1010, 60,84, D:East, S:.
C:1011, 60,85, D:East, S:.
C:1012, 60,86, D:East, S:.
C:1013, 60,87, D:East, S:.
C:1014, 60,88, D:East, S:.
C:1015, 60,89, D:East, S:.
C:1016, 60,90, D:East, S:.
C:1017, 60,91, D:East, S:.
C:1018, 60,92, D:East, S:.
C:1019, 60,93, D:East, S:.
C:1020, 60,94, D:East, S:.
C:1021, 60,95, D:East, S:.
C:1022, 60,96, D:East, S:.
C:1023, 60,97, D:East, S:|
C:1024, 59,97, D:North, S:.
C:1025, 58,97, D:North, S:.
C:1026, 57,97, D:North, S:.
C:1027, 56,97, D:North, S:.
C:1028, 55,97, D:North, S:.
C:1029, 54,97, D:North, S:.
C:1030, 53,97, D:North, S:.
C:1031, 52,97, D:North, S:.
C:1032, 51,97, D:North, S:.
C:1033, 50,97, D:North, S:.
C:1034, 49,97, D:North, S:.
C:1035, 48,97, D:North, S:/
C:1036, 48,98, D:East, S:.
C:1037, 48,99, D:East, S:.
C:1038, 48,100, D:East, S:.
C:1039, 48,101, D:East, S:\
C:1040, 49,101, D:South, S:.
C:1041, 50,101, D:South, S:.
C:1042, 51,101, D:South, S:\
C:1043, 51,102, D:East, S:/
C:1044, 50,102, D:North, S:.
C:1045, 49,102, D:North, S:.
C:1046, 48,102, D:North, S:/
C:1047, 48,103, D:East, S:.
C:1048, 48,104, D:East, S:.
C:1049, 48,105, D:East, S:.
C:1050, 48,106, D:East, S:.
C:1051, 48,107, D:East, S:.
C:1052, 48,108, D:East, S:\
C:1053, 49,108, D:South, S:.
C:1054, 50,108, D:South, S:.
C:1055, 51,108, D:South, S:.
C:1056, 52,108, D:South, S:.
C:1057, 53,108, D:South, S:.
C:1058, 54,108, D:South, S:.
C:1059, 55,108, D:South, S:|
C:1060, 56,108, D:South, S:.
C:1061, 57,108, D:South, S:.
C:1062, 58,108, D:South, S:.
C:1063, 59,108, D:South, S:/
C:1064, 59,107, D:West, S:.
C:1065, 59,106, D:West, S:.
C:1066, 59,105, D:West, S:/
C:1067, 60,105, D:South, S:.
C:1068, 61,105, D:South, S:.
C:1069, 62,105, D:South, S:.
C:1070, 63,105, D:South, S:.
C:1071, 64,105, D:South, S:.
C:1072, 65,105, D:South, S:.
C:1073, 66,105, D:South, S:.
C:1074, 67,105, D:South, S:.
C:1075, 68,105, D:South, S:|
C:1076, 69,105, D:South, S:.
C:1077, 70,105, D:South, S:.
C:1078, 71,105, D:South, S:.
C:1079, 72,105, D:South, S:.
C:1080, 73,105, D:South, S:.
C:1081, 74,105, D:South, S:.
C:1082, 75,105, D:South, S:.
C:1083, 76,105, D:South, S:.
C:1084, 77,105, D:South, S:.
C:1085, 78,105, D:South, S:-
C:1086, 78,104, D:West, S:.
C:1087, 78,103, D:West, S:.
C:1088, 78,102, D:West, S:.
C:1089, 78,101, D:West, S:.
C:1090, 78,100, D:West, S:.
C:1091, 78,99, D:West, S:.
C:1092, 78,98, D:West, S:.
C:1093, 78,97, D:West, S:.
C:1094, 78,96, D:West, S:.
C:1095, 78,95, D:West, S:.
C:1096, 78,94, D:West, S:.
C:1097, 78,93, D:West, S:.
C:1098, 78,92, D:West, S:.
C:1099, 78,91, D:West, S:.
C:1100, 78,90, D:West, S:.
C:1101, 78,89, D:West, S:.
C:1102, 78,88, D:West, S:.
C:1103, 78,87, D:West, S:.
C:1104, 78,86, D:West, S:.
C:1105, 78,85, D:West, S:.
C:1106, 78,84, D:West, S:.
C:1107, 78,83, D:West, S:.
C:1108, 78,82, D:West, S:.
C:1109, 78,81, D:West, S:|
C:1110, 77,81, D:North, S:.
C:1111, 76,81, D:North, S:.
C:1112, 75,81, D:North, S:.
C:1113, 74,81, D:North, S:.
C:1114, 73,81, D:North, S:.
C:1115, 72,81, D:North, S:.
C:1116, 71,81, D:North, S:.
C:1117, 70,81, D:North, S:.
C:1118, 69,81, D:North, S:.
C:1119, 68,81, D:North, S:.
C:1120, 67,81, D:North, S:.
C:1121, 66,81, D:North, S:.
C:1122, 65,81, D:North, S:.
C:1123, 64,81, D:North, S:.
C:1124, 63,81, D:North, S:.
C:1125, 62,81, D:North, S:.
C:1126, 61,81, D:North, S:.
C:1127, 60,81, D:North, S:.
C:1128, 59,81, D:North, S:/
C:1129, 59,82, D:East, S:.
C:1130, 59,83, D:East, S:.
C:1131, 59,84, D:East, S:.
C:1132, 59,85, D:East, S:.
C:1133, 59,86, D:East, S:.
C:1134, 59,87, D:East, S:.
C:1135, 59,88, D:East, S:.
C:1136, 59,89, D:East, S:.
C:1137, 59,90, D:East, S:.
C:1138, 59,91, D:East, S:.
C:1139, 59,92, D:East, S:.
C:1140, 59,93, D:East, S:.
C:1141, 59,94, D:East, S:.
C:1142, 59,95, D:East, S:.
C:1143, 59,96, D:East, S:.
C:1144, 59,97, D:East, S:.
C:1145, 59,98, D:East, S:.
C:1146, 59,99, D:East, S:.
C:1147, 59,100, D:East, S:.
C:1148, 59,101, D:East, S:.
C:1149, 59,102, D:East, S:.
C:1150, 59,103, D:East, S:.
C:1151, 59,104, D:East, S:.
C:1152, 59,105, D:East, S:/
C:1153, 58,105, D:North, S:.
C:1154, 57,105, D:North, S:.
C:1155, 56,105, D:North, S:.
C:1156, 55,105, D:North, S:.
C:1157, 54,105, D:North, S:.
C:1158, 53,105, D:North, S:.
C:1159, 52,105, D:North, S:.
C:1160, 51,105, D:North, S:.
C:1161, 50,105, D:North, S:.
C:1162, 49,105, D:North, S:.
C:1163, 48,105, D:North, S:.
C:1164, 47,105, D:North, S:.
C:1165, 46,105, D:North, S:.
C:1166, 45,105, D:North, S:.
C:1167, 44,105, D:North, S:.
C:1168, 43,105, D:North, S:.
C:1169, 42,105, D:North, S:.
C:1170, 41,105, D:North, S:.
C:1171, 40,105, D:North, S:.
C:1172, 39,105, D:North, S:.
C:1173, 38,105, D:North, S:.
C:1174, 37,105, D:North, S:.
C:1175, 36,105, D:North, S:.
C:1176, 35,105, D:North, S:.
C:1177, 34,105, D:North, S:.
C:1178, 33,105, D:North, S:.
C:1179, 32,105, D:North, S:.
C:1180, 31,105, D:North, S:.
C:1181, 30,105, D:North, S:.
C:1182, 29,105, D:North, S:.
C:1183, 28,105, D:North, S:.
C:1184, 27,105, D:North, S:.
C:1185, 26,105, D:North, S:.
C:1186, 25,105, D:North, S:.
C:1187, 24,105, D:North, S:.
C:1188, 23,105, D:North, S:.
C:1189, 22,105, D:North, S:.
C:1190, 21,105, D:North, S:.
C:1191, 20,105, D:North, S:\
C:1192, 20,104, D:West, S:.
C:1193, 20,103, D:West, S:.
C:1194, 20,102, D:West, S:.
C:1195, 20,101, D:West, S:|
C:1196, 19,101, D:North, S:.
C:1197, 18,101, D:North, S:.
C:1198, 17,101, D:North, S:.
C:1199, 16,101, D:North, S:-
C:1200, 16,100, D:West, S:.
C:1201, 16,99, D:West, S:.
C:1202, 16,98, D:West, S:.
C:1203, 16,97, D:West, S:.
C:1204, 16,96, D:West, S:.
C:1205, 16,95, D:West, S:.
C:1206, 16,94, D:West, S:.
C:1207, 16,93, D:West, S:.
C:1208, 16,92, D:West, S:.
C:1209, 16,91, D:West, S:.
C:1210, 16,90, D:West, S:.
C:1211, 16,89, D:West, S:.
C:1212, 16,88, D:West, S:.
C:1213, 16,87, D:West, S:.
C:1214, 16,86, D:West, S:|
C:1215, 15,86, D:North, S:/
C:1216, 15,87, D:East, S:.
C:1217, 15,88, D:East, S:.
C:1218, 15,89, D:East, S:.
C:1219, 15,90, D:East, S:.
C:1220, 15,91, D:East, S:.
C:1221, 15,92, D:East, S:.
C:1222, 15,93, D:East, S:.
C:1223, 15,94, D:East, S:.
C:1224, 15,95, D:East, S:.
C:1225, 15,96, D:East, S:.
C:1226, 15,97, D:East, S:.
C:1227, 15,98, D:East, S:.
C:1228, 15,99, D:East, S:.
C:1229, 15,100, D:East, S:.
C:1230, 15,101, D:East, S:.
C:1231, 15,102, D:East, S:.
C:1232, 15,103, D:East, S:.
C:1233, 15,104, D:East, S:.
C:1234, 15,105, D:East, S:.
C:1235, 15,106, D:East, S:.
C:1236, 15,107, D:East, S:|
C:1237, 14,107, D:North, S:.
C:1238, 13,107, D:North, S:.
C:1239, 12,107, D:North, S:.
C:1240, 11,107, D:North, S:.
C:1241, 10,107, D:North, S:.
C:1242, 9,107, D:North, S:.
C:1243, 8,107, D:North, S:.
C:1244, 7,107, D:North, S:.
C:1245, 6,107, D:North, S:.
C:1246, 5,107, D:North, S:.
C:1247, 4,107, D:North, S:.
C:1248, 3,107, D:North, S:.
C:1249, 2,107, D:North, S:.
C:1250, 1,107, D:North, S:.
C:1251, 0,107, D:North, S:.
C:1251, -1,107, D:North -> End.
C:1252, 16,107, D:South, S:.
C:1253, 17,107, D:South, S:/
C:1254, 17,106, D:West, S:.
C:1255, 17,105, D:West, S:.
C:1256, 17,104, D:West, S:.
C:1257, 17,103, D:West, S:.
C:1258, 17,102, D:West, S:\
C:1259, 16,102, D:North, S:.
C:1260, 15,102, D:North, S:.
C:1261, 14,102, D:North, S:.
C:1262, 13,102, D:North, S:.
C:1263, 12,102, D:North, S:.
C:1264, 11,102, D:North, S:.
C:1265, 10,102, D:North, S:.
C:1266, 9,102, D:North, S:.
C:1267, 8,102, D:North, S:.
C:1268, 7,102, D:North, S:.
C:1269, 6,102, D:North, S:.
C:1270, 5,102, D:North, S:.
C:1271, 4,102, D:North, S:.
C:1272, 3,102, D:North, S:.
C:1273, 2,102, D:North, S:.
C:1274, 1,102, D:North, S:.
C:1275, 0,102, D:North, S:.
C:1275, -1,102, D:North -> End.
C:1276, 17,86, D:South, S:-
C:1277, 17,85, D:West, S:.
C:1278, 17,84, D:West, S:.
C:1279, 17,83, D:West, S:.
C:1280, 17,82, D:West, S:.
C:1281, 17,81, D:West, S:.
C:1282, 17,80, D:West, S:.
C:1283, 17,79, D:West, S:.
C:1284, 17,78, D:West, S:.
C:1285, 17,77, D:West, S:.
C:1286, 17,76, D:West, S:.
C:1287, 17,75, D:West, S:.
C:1288, 17,74, D:West, S:.
C:1289, 17,73, D:West, S:.
C:1290, 17,72, D:West, S:.
C:1291, 17,71, D:West, S:/
C:1292, 18,71, D:South, S:.
C:1293, 19,71, D:South, S:.
C:1294, 20,71, D:South, S:.
C:1295, 21,71, D:South, S:.
C:1296, 22,71, D:South, S:.
C:1297, 23,71, D:South, S:.
C:1298, 24,71, D:South, S:.
C:1299, 25,71, D:South, S:.
C:1300, 26,71, D:South, S:.
C:1301, 27,71, D:South, S:.
C:1302, 28,71, D:South, S:.
C:1303, 29,71, D:South, S:.
C:1304, 30,71, D:South, S:.
C:1305, 31,71, D:South, S:.
C:1306, 32,71, D:South, S:.
C:1307, 33,71, D:South, S:.
C:1308, 34,71, D:South, S:.
C:1309, 35,71, D:South, S:.
C:1310, 36,71, D:South, S:.
C:1311, 37,71, D:South, S:.
C:1312, 38,71, D:South, S:.
C:1313, 39,71, D:South, S:.
C:1314, 40,71, D:South, S:.
C:1315, 41,71, D:South, S:.
C:1316, 42,71, D:South, S:/
C:1317, 42,70, D:West, S:.
C:1318, 42,69, D:West, S:.
C:1319, 42,68, D:West, S:.
C:1320, 42,67, D:West, S:.
C:1321, 42,66, D:West, S:.
C:1322, 42,65, D:West, S:.
C:1323, 42,64, D:West, S:.
C:1324, 42,63, D:West, S:.
C:1325, 42,62, D:West, S:.
C:1326, 42,61, D:West, S:.
C:1327, 42,60, D:West, S:.
C:1328, 42,59, D:West, S:.
C:1329, 42,58, D:West, S:|
C:1330, 41,58, D:North, S:.
C:1331, 40,58, D:North, S:.
C:1332, 39,58, D:North, S:.
C:1333, 38,58, D:North, S:.
C:1334, 37,58, D:North, S:-
C:1335, 37,57, D:West, S:.
C:1336, 37,56, D:West, S:.
C:1337, 37,55, D:West, S:.
C:1338, 37,54, D:West, S:.
C:1339, 37,53, D:West, S:.
C:1340, 37,52, D:West, S:.
C:1341, 37,51, D:West, S:|
C:1342, 36,51, D:North, S:.
C:1343, 35,51, D:North, S:/
C:1344, 35,52, D:East, S:\
C:1345, 36,52, D:South, S:.
C:1346, 37,52, D:South, S:.
C:1347, 38,52, D:South, S:.
C:1348, 39,52, D:South, S:.
C:1349, 40,52, D:South, S:.
C:1350, 41,52, D:South, S:.
C:1351, 42,52, D:South, S:\
C:1352, 42,53, D:East, S:.
C:1353, 42,54, D:East, S:.
C:1354, 42,55, D:East, S:.
C:1355, 42,56, D:East, S:.
C:1356, 42,57, D:East, S:.
C:1357, 42,58, D:East, S:|
C:1358, 41,58, D:North, S:.
C:1359, 40,58, D:North, S:.
C:1360, 39,58, D:North, S:.
C:1361, 38,58, D:North, S:.
C:1362, 43,58, D:South, S:.
C:1363, 44,58, D:South, S:.
C:1364, 45,58, D:South, S:/
C:1365, 45,57, D:West, S:.
C:1366, 45,56, D:West, S:.
C:1367, 45,55, D:West, S:.
C:1368, 45,54, D:West, S:.
C:1369, 45,53, D:West, S:.
C:1370, 45,52, D:West, S:.
C:1371, 45,51, D:West, S:.
C:1372, 45,50, D:West, S:/
C:1373, 46,50, D:South, S:.
C:1374, 47,50, D:South, S:.
C:1375, 48,50, D:South, S:.
C:1376, 49,50, D:South, S:.
C:1377, 50,50, D:South, S:.
C:1378, 51,50, D:South, S:.
C:1379, 52,50, D:South, S:.
C:1380, 53,50, D:South, S:.
C:1381, 54,50, D:South, S:.
C:1382, 55,50, D:South, S:.
C:1383, 56,50, D:South, S:.
C:1384, 57,50, D:South, S:.
C:1385, 58,50, D:South, S:.
C:1386, 59,50, D:South, S:.
C:1387, 60,50, D:South, S:.
C:1388, 61,50, D:South, S:.
C:1389, 62,50, D:South, S:.
C:1390, 63,50, D:South, S:.
C:1391, 64,50, D:South, S:.
C:1392, 65,50, D:South, S:.
C:1393, 66,50, D:South, S:.
C:1394, 67,50, D:South, S:/
C:1395, 67,49, D:West, S:.
C:1396, 67,48, D:West, S:.
C:1397, 67,47, D:West, S:.
C:1398, 67,46, D:West, S:.
C:1399, 67,45, D:West, S:.
C:1400, 67,44, D:West, S:/
C:1401, 68,44, D:South, S:.
C:1402, 69,44, D:South, S:.
C:1403, 70,44, D:South, S:.
C:1404, 71,44, D:South, S:/
C:1405, 71,43, D:West, S:/
C:1406, 72,43, D:South, S:/
C:1407, 72,42, D:West, S:|
C:1408, 71,42, D:North, S:\
C:1409, 71,41, D:West, S:.
C:1410, 71,40, D:West, S:.
C:1411, 71,39, D:West, S:.
C:1412, 71,38, D:West, S:.
C:1413, 71,37, D:West, S:.
C:1414, 71,36, D:West, S:.
C:1415, 71,35, D:West, S:.
C:1416, 71,34, D:West, S:.
C:1417, 71,33, D:West, S:.
C:1418, 71,32, D:West, S:.
C:1419, 71,31, D:West, S:.
C:1420, 71,30, D:West, S:.
C:1421, 71,29, D:West, S:.
C:1422, 71,28, D:West, S:.
C:1423, 71,27, D:West, S:.
C:1424, 71,26, D:West, S:.
C:1425, 71,25, D:West, S:.
C:1426, 71,24, D:West, S:.
C:1427, 71,23, D:West, S:.
C:1428, 71,22, D:West, S:\
C:1429, 70,22, D:North, S:.
C:1430, 69,22, D:North, S:.
C:1431, 68,22, D:North, S:.
C:1432, 67,22, D:North, S:.
C:1433, 66,22, D:North, S:|
C:1434, 65,22, D:North, S:-
C:1435, 65,21, D:West, S:.
C:1436, 65,20, D:West, S:.
C:1437, 65,19, D:West, S:.
C:1438, 65,18, D:West, S:.
C:1439, 65,17, D:West, S:.
C:1440, 65,16, D:West, S:.
C:1441, 65,15, D:West, S:.
C:1442, 65,14, D:West, S:.
C:1443, 65,13, D:West, S:/
C:1444, 66,13, D:South, S:.
C:1445, 67,13, D:South, S:.
C:1446, 68,13, D:South, S:.
C:1447, 69,13, D:South, S:.
C:1448, 70,13, D:South, S:.
C:1449, 71,13, D:South, S:.
C:1450, 72,13, D:South, S:.
C:1451, 73,13, D:South, S:.
C:1452, 74,13, D:South, S:.
C:1453, 75,13, D:South, S:.
C:1454, 76,13, D:South, S:/
C:1455, 76,12, D:West, S:.
C:1456, 76,11, D:West, S:.
C:1457, 76,10, D:West, S:.
C:1458, 76,9, D:West, S:.
C:1459, 76,8, D:West, S:|
C:1460, 75,8, D:North, S:.
C:1461, 74,8, D:North, S:.
C:1462, 73,8, D:North, S:.
C:1463, 72,8, D:North, S:.
C:1464, 71,8, D:North, S:-
C:1465, 71,7, D:West, S:.
C:1466, 71,6, D:West, S:/
C:1467, 72,6, D:South, S:.
C:1468, 73,6, D:South, S:.
C:1469, 74,6, D:South, S:.
C:1470, 75,6, D:South, S:.
C:1471, 76,6, D:South, S:.
C:1472, 77,6, D:South, S:.
C:1473, 78,6, D:South, S:.
C:1474, 79,6, D:South, S:.
C:1475, 80,6, D:South, S:.
C:1476, 81,6, D:South, S:.
C:1477, 82,6, D:South, S:.
C:1478, 83,6, D:South, S:.
C:1479, 84,6, D:South, S:.
C:1480, 85,6, D:South, S:.
C:1481, 86,6, D:South, S:.
C:1482, 87,6, D:South, S:.
C:1483, 88,6, D:South, S:.
C:1484, 89,6, D:South, S:.
C:1485, 90,6, D:South, S:.
C:1486, 91,6, D:South, S:.
C:1487, 92,6, D:South, S:.
C:1488, 93,6, D:South, S:.
C:1489, 94,6, D:South, S:.
C:1490, 95,6, D:South, S:.
C:1491, 96,6, D:South, S:.
C:1492, 97,6, D:South, S:\
C:1493, 97,7, D:East, S:.
C:1494, 97,8, D:East, S:.
C:1495, 97,9, D:East, S:.
C:1496, 97,10, D:East, S:.
C:1497, 97,11, D:East, S:.
C:1498, 97,12, D:East, S:.
C:1499, 97,13, D:East, S:.
C:1500, 97,14, D:East, S:.
C:1501, 97,15, D:East, S:.
C:1502, 97,16, D:East, S:.
C:1503, 97,17, D:East, S:.
C:1504, 97,18, D:East, S:\
C:1505, 98,18, D:South, S:.
C:1506, 99,18, D:South, S:.
C:1507, 100,18, D:South, S:.
C:1508, 101,18, D:South, S:.
C:1509, 102,18, D:South, S:.
C:1510, 103,18, D:South, S:.
C:1511, 104,18, D:South, S:.
C:1512, 105,18, D:South, S:/
C:1513, 105,17, D:West, S:.
C:1514, 105,16, D:West, S:.
C:1515, 105,15, D:West, S:.
C:1516, 105,14, D:West, S:.
C:1517, 105,13, D:West, S:.
C:1518, 105,12, D:West, S:.
C:1519, 105,11, D:West, S:.
C:1520, 105,10, D:West, S:.
C:1521, 105,9, D:West, S:.
C:1522, 105,8, D:West, S:.
C:1523, 105,7, D:West, S:.
C:1524, 105,6, D:West, S:.
C:1525, 105,5, D:West, S:.
C:1526, 105,4, D:West, S:.
C:1527, 105,3, D:West, S:.
C:1528, 105,2, D:West, S:-
C:1529, 105,1, D:West, S:.
C:1530, 105,0, D:West, S:.
C:1530, 105,-1, D:West -> End.
C:1531, 71,9, D:East, S:.
C:1532, 71,10, D:East, S:.
C:1533, 71,11, D:East, S:-
C:1534, 71,12, D:East, S:.
C:1535, 71,13, D:East, S:.
C:1536, 71,14, D:East, S:.
C:1537, 71,15, D:East, S:.
C:1538, 71,16, D:East, S:.
C:1539, 71,17, D:East, S:.
C:1540, 71,18, D:East, S:.
C:1541, 71,19, D:East, S:.
C:1542, 71,20, D:East, S:-
C:1543, 71,21, D:East, S:.
C:1544, 71,22, D:East, S:\
C:1545, 72,22, D:South, S:.
C:1546, 73,22, D:South, S:.
C:1547, 74,22, D:South, S:.
C:1548, 75,22, D:South, S:.
C:1549, 76,22, D:South, S:.
C:1550, 77,22, D:South, S:.
C:1551, 78,22, D:South, S:.
C:1552, 79,22, D:South, S:.
C:1553, 80,22, D:South, S:.
C:1554, 81,22, D:South, S:.
C:1555, 82,22, D:South, S:.
C:1556, 83,22, D:South, S:.
C:1557, 84,22, D:South, S:.
C:1558, 85,22, D:South, S:.
C:1559, 86,22, D:South, S:.
C:1560, 87,22, D:South, S:.
C:1561, 88,22, D:South, S:.
C:1562, 89,22, D:South, S:.
C:1563, 90,22, D:South, S:.
C:1564, 91,22, D:South, S:.
C:1565, 92,22, D:South, S:.
C:1566, 93,22, D:South, S:.
C:1567, 94,22, D:South, S:.
C:1568, 95,22, D:South, S:.
C:1569, 96,22, D:South, S:.
C:1570, 97,22, D:South, S:.
C:1571, 98,22, D:South, S:.
C:1572, 99,22, D:South, S:.
C:1573, 100,22, D:South, S:.
C:1574, 101,22, D:South, S:.
C:1575, 102,22, D:South, S:.
C:1576, 103,22, D:South, S:.
C:1577, 104,22, D:South, S:.
C:1578, 105,22, D:South, S:\
C:1579, 105,23, D:East, S:.
C:1580, 105,24, D:East, S:.
C:1581, 105,25, D:East, S:.
C:1582, 105,26, D:East, S:.
C:1583, 105,27, D:East, S:.
C:1584, 105,28, D:East, S:/
C:1585, 104,28, D:North, S:.
C:1586, 103,28, D:North, S:.
C:1587, 102,28, D:North, S:.
C:1588, 101,28, D:North, S:.
C:1589, 100,28, D:North, S:\
C:1590, 100,27, D:West, S:.
C:1591, 100,26, D:West, S:\
C:1592, 99,26, D:North, S:.
C:1593, 98,26, D:North, S:-
C:1594, 98,25, D:West, S:\
C:1595, 97,25, D:North, S:.
C:1596, 96,25, D:North, S:.
C:1597, 95,25, D:North, S:.
C:1598, 94,25, D:North, S:.
